Soil_Moisture,Temperature,Humidity,pH,Light,Rain_digital,Rain_analog,crop_type,action
692,26.18,56.17,5.93,106,688,895,wheat,Spray Pesticide
830,20.52,77.45,5.86,319,889,990,rice,Spray Pesticide
693,27.55,56.13,5.32,50,880,896,wheat,Spray Pesticide
844,23.71,61.84,7.0,163,952,1023,wheat,Spray Pesticide
874,29.77,55.38,6.89,111,776,1018,maize,Spray Pesticide
773,22.73,79.46,6.85,274,725,886,wheat,Spray Pesticide
474,20.72,70.16,5.8,72,972,799,maize,Spray Pesticide
789,22.93,69.14,6.4,260,947,797,wheat,Spray Pesticide
528,31.31,52.13,6.42,241,843,996,wheat,Spray Pesticide
539,15.66,68.82,6.8,80,948,910,maize,Spray Pesticide
645,28.12,60.54,6.55,197,905,779,rice,Spray Pesticide
613,17.88,59.03,6.66,248,798,784,rice,Spray Pesticide
761,20.66,68.91,6.41,252,904,731,maize,Spray Pesticide
636,18.48,57.96,6.59,26,771,662,maize,Spray Pesticide
778,29.47,56.41,5.93,90,808,730,rice,Spray Pesticide
791,24.77,61.31,5.35,6,881,1023,maize,Spray Pesticide
783,17.36,68.84,5.35,208,788,943,maize,Spray Pesticide
606,22.52,70.78,6.21,259,844,682,maize,Spray Pesticide
827,16.81,72.25,7.0,251,791,994,maize,Spray Pesticide
616,21.45,82.58,5.71,86,982,931,maize,Spray Pesticide
771,26.73,69.03,6.24,33,921,942,rice,Spray Pesticide
521,16.66,74.49,6.82,183,967,860,maize,Spray Pesticide
497,21.0,54.2,5.51,3,693,738,rice,Spray Pesticide
816,20.54,63.49,6.59,192,884,709,wheat,Spray Pesticide
550,22.13,69.67,6.61,53,838,553,rice,Spray Pesticide
549,16.31,62.65,5.5,186,1023,587,wheat,Spray Pesticide
707,18.0,58.93,6.51,28,738,925,rice,Spray Pesticide
833,21.02,78.5,6.74,85,881,732,rice,Spray Pesticide
754,18.78,81.8,5.74,256,900,859,maize,Spray Pesticide
685,24.3,53.39,6.23,262,790,852,rice,Spray Pesticide
560,27.39,65.23,5.8,174,946,619,rice,Spray Pesticide
648,28.48,72.61,6.54,316,901,971,maize,Spray Pesticide
673,15.61,54.37,6.54,18,756,654,wheat,Spray Pesticide
722,27.76,81.32,5.94,259,728,592,rice,Spray Pesticide
730,20.73,64.89,6.7,110,812,977,maize,Spray Pesticide
578,18.89,51.82,6.03,190,820,671,wheat,Spray Pesticide
878,18.46,60.42,6.39,26,757,707,rice,Spray Pesticide
672,22.08,66.85,6.51,39,873,946,rice,Spray Pesticide
560,15.72,65.96,6.65,117,858,1023,rice,Spray Pesticide
638,23.15,71.14,6.36,178,895,772,wheat,Spray Pesticide
798,25.12,81.32,6.78,238,764,966,wheat,Spray Pesticide
522,23.19,59.41,5.98,23,952,930,rice,Spray Pesticide
524,28.37,80.72,5.68,182,713,956,rice,Spray Pesticide
762,19.28,58.45,5.99,96,948,830,wheat,Spray Pesticide
770,18.36,85.84,6.41,124,868,961,maize,Spray Pesticide
745,17.94,57.66,6.79,30,972,870,wheat,Spray Pesticide
482,17.5,87.51,7.08,121,722,806,maize,Spray Pesticide
642,30.87,68.13,6.17,34,904,764,maize,Spray Pesticide
718,19.91,80.89,6.21,144,742,562,maize,Spray Pesticide
795,27.91,65.41,6.78,53,939,787,rice,Spray Pesticide
691,29.28,76.72,6.64,80,759,735,rice,Spray Pesticide
833,25.23,68.79,6.81,211,892,700,maize,Spray Pesticide
527,23.87,74.01,5.91,101,767,747,maize,Spray Pesticide
750,25.44,69.24,6.56,68,863,584,maize,Spray Pesticide
578,17.43,59.39,6.58,214,855,798,wheat,Spray Pesticide
787,15.78,55.94,5.56,54,798,758,rice,Spray Pesticide
466,24.4,80.43,6.13,176,747,724,maize,Spray Pesticide
703,21.94,75.6,7.13,88,769,863,maize,Spray Pesticide
690,26.96,86.13,5.81,131,690,930,wheat,Spray Pesticide
767,15.78,84.27,6.43,74,919,697,rice,Spray Pesticide
786,24.2,49.1,6.09,28,893,928,maize,Spray Pesticide
677,16.86,71.35,6.73,155,920,754,rice,Spray Pesticide
787,29.36,72.8,6.35,199,916,794,maize,Spray Pesticide
481,29.51,61.65,5.94,39,820,936,wheat,Spray Pesticide
753,21.19,84.06,6.09,35,948,860,wheat,Spray Pesticide
689,16.84,58.53,6.04,254,694,832,rice,Spray Pesticide
599,21.63,70.1,6.05,79,858,811,wheat,Spray Pesticide
714,23.47,55.28,5.68,108,788,941,rice,Spray Pesticide
607,27.37,58.82,6.51,111,838,1023,maize,Spray Pesticide
756,29.94,55.03,5.66,40,949,907,wheat,Spray Pesticide
648,28.08,58.12,6.77,17,656,697,maize,Spray Pesticide
492,18.64,59.74,6.03,271,796,949,maize,Spray Pesticide
541,14.89,53.53,6.85,225,944,890,wheat,Spray Pesticide
562,20.44,54.44,6.41,72,1023,669,wheat,Spray Pesticide
620,28.04,67.43,5.76,256,782,910,wheat,Spray Pesticide
667,26.5,85.64,7.02,218,752,697,maize,Spray Pesticide
797,16.11,53.53,5.4,218,679,711,rice,Spray Pesticide
469,22.44,77.53,6.95,43,953,848,rice,Spray Pesticide
754,19.77,77.02,6.59,151,891,666,maize,Spray Pesticide
732,28.49,53.35,6.99,216,918,896,maize,Spray Pesticide
762,28.55,79.83,5.79,280,983,735,maize,Spray Pesticide
688,28.85,86.59,5.87,23,741,732,wheat,Spray Pesticide
830,28.12,65.21,5.4,178,925,736,rice,Spray Pesticide
578,29.0,86.42,5.89,171,818,976,rice,Spray Pesticide
670,19.39,76.94,6.15,57,878,923,rice,Spray Pesticide
529,29.14,71.31,6.21,253,965,790,rice,Spray Pesticide
750,28.12,50.34,5.7,9,787,966,rice,Spray Pesticide
734,24.8,76.68,5.67,97,933,708,rice,Spray Pesticide
531,25.73,70.5,6.01,140,957,787,maize,Spray Pesticide
541,24.14,81.42,6.14,86,794,897,maize,Spray Pesticide
570,20.0,63.11,6.47,195,695,918,wheat,Spray Pesticide
560,27.82,69.21,7.07,107,862,998,maize,Spray Pesticide
537,17.12,79.11,5.56,182,812,957,maize,Spray Pesticide
662,16.12,57.76,5.73,229,861,806,rice,Spray Pesticide
871,24.3,70.77,5.98,258,778,803,wheat,Spray Pesticide
672,25.73,61.46,6.75,22,965,1023,rice,Spray Pesticide
677,23.67,56.73,6.19,89,969,583,wheat,Spray Pesticide
655,18.55,55.34,6.85,206,1023,1020,maize,Spray Pesticide
792,23.08,77.31,6.57,73,795,908,maize,Spray Pesticide
809,14.98,66.52,6.09,99,727,932,rice,Spray Pesticide
730,15.87,65.2,5.57,163,712,733,rice,Spray Pesticide
710,21.69,58.55,5.98,111,874,623,rice,Spray Pesticide
609,18.07,63.04,6.12,48,840,1023,maize,Spray Pesticide
876,21.71,57.23,6.79,58,872,874,maize,Spray Pesticide
561,23.8,52.31,5.4,197,823,956,maize,Spray Pesticide
643,16.46,54.98,6.34,39,783,556,wheat,Spray Pesticide
697,15.41,67.73,6.14,42,750,649,rice,Spray Pesticide
577,24.29,60.61,6.18,3,1023,983,wheat,Spray Pesticide
665,24.61,54.63,6.12,70,926,721,maize,Spray Pesticide
863,27.78,72.49,6.59,11,935,894,maize,Spray Pesticide
758,15.81,67.16,6.1,224,966,930,wheat,Spray Pesticide
546,16.45,57.53,5.71,34,768,949,rice,Spray Pesticide
721,28.27,55.64,6.8,276,845,878,rice,Spray Pesticide
859,20.9,78.22,6.25,56,724,962,maize,Spray Pesticide
720,17.32,52.32,6.86,67,668,1023,maize,Spray Pesticide
599,21.89,51.59,6.04,79,922,818,maize,Spray Pesticide
560,28.21,54.12,5.88,202,1003,877,rice,Spray Pesticide
785,28.34,52.84,7.25,48,1023,636,wheat,Spray Pesticide
613,26.65,79.43,6.16,109,1003,732,maize,Spray Pesticide
630,29.0,54.74,5.59,141,942,727,maize,Spray Pesticide
652,24.75,62.68,6.93,19,931,825,wheat,Spray Pesticide
515,16.28,69.45,6.66,23,882,923,rice,Spray Pesticide
643,15.34,71.64,6.79,173,942,631,maize,Spray Pesticide
545,17.13,58.39,6.02,142,974,620,rice,Spray Pesticide
836,23.24,71.46,5.25,309,671,965,maize,Spray Pesticide
557,30.29,51.43,7.06,28,909,930,rice,Spray Pesticide
530,16.05,58.34,5.91,33,991,720,wheat,Spray Pesticide
620,30.74,72.41,6.69,21,1023,764,maize,Spray Pesticide
579,29.85,73.11,6.5,284,801,671,maize,Spray Pesticide
545,28.0,83.83,5.96,220,739,888,maize,Spray Pesticide
798,20.39,83.78,6.42,247,692,871,maize,Spray Pesticide
674,17.97,72.59,5.76,38,836,671,maize,Spray Pesticide
545,19.85,68.73,7.0,70,804,676,wheat,Spray Pesticide
754,18.24,84.3,6.71,257,753,1012,maize,Spray Pesticide
733,27.46,73.54,6.33,176,883,646,maize,Spray Pesticide
627,22.25,61.14,6.28,233,975,1023,rice,Spray Pesticide
769,21.69,49.74,5.73,180,858,1023,maize,Spray Pesticide
739,25.09,73.55,5.95,114,936,857,rice,Spray Pesticide
529,29.74,81.68,5.86,14,770,645,wheat,Spray Pesticide
853,28.35,69.36,5.87,123,918,925,rice,Spray Pesticide
623,21.24,51.24,5.95,283,886,797,rice,Spray Pesticide
514,20.01,53.49,6.1,20,834,738,wheat,Spray Pesticide
581,28.09,81.55,6.35,116,748,772,wheat,Spray Pesticide
533,16.85,74.8,6.09,84,831,799,rice,Spray Pesticide
623,25.45,56.63,6.58,172,788,923,rice,Spray Pesticide
631,26.54,60.28,6.26,258,930,647,wheat,Spray Pesticide
812,22.5,74.98,5.65,67,1023,654,wheat,Spray Pesticide
599,22.21,71.68,5.77,167,789,612,wheat,Spray Pesticide
666,25.32,79.73,6.33,119,919,910,wheat,Spray Pesticide
735,21.43,58.51,6.83,246,1000,839,wheat,Spray Pesticide
505,21.64,80.02,6.43,248,816,773,rice,Spray Pesticide
638,19.69,73.49,6.73,132,944,875,wheat,Spray Pesticide
635,15.13,72.96,6.34,38,747,950,maize,Spray Pesticide
735,24.1,77.49,5.74,83,829,853,maize,Spray Pesticide
561,20.75,70.15,5.93,122,698,848,maize,Spray Pesticide
712,20.92,55.11,6.49,221,1023,774,maize,Spray Pesticide
574,20.99,54.24,5.73,83,999,922,wheat,Spray Pesticide
666,21.29,73.77,6.22,120,684,939,maize,Spray Pesticide
894,15.05,57.96,5.6,227,995,636,rice,Spray Pesticide
745,20.36,65.62,5.47,26,801,733,maize,Spray Pesticide
838,15.37,74.02,6.16,6,863,955,wheat,Spray Pesticide
